name,sid,zipcode,household,age,gender,address
Lenora,3291,33175,1,22,F,"14311 SW 49th St, Miami, FL 33175, USA"
Lily,13555,33187,4,23,F,"16300 SW 184th St, Miami, FL 33187, USA"
Norma,4918,33155,3,20,F,"6831 SW 44th St, Miami, FL 33155, USA"
Olivia,1965,33157,3,24,F,"15801 SW 79th Ct, Palmetto Bay, FL 33157, USA"
Roberta,10425,33155,3,18,F,"5020 SW 65th Ave, Miami, FL 33155, USA"
Zella,36,33182,3,22,F,"701 NW 127th Pl, Miami, FL 33182, USA"
Geneva,2877,33145,1,19,F,"2740 SW 19th Terrace, Miami, FL 33145, USA"
Lucile,8732,33173,3,19,F,"7710 SW 102nd Pl, Miami, FL 33173, USA"
Helena,3081,33029,4,20,F,"19207 NW 23rd Pl, Pembroke Pines, FL 33029, USA"
Leah,6049,33178,3,22,F,"9601 NW 112th Ave, Miami, FL 33178, USA"
Lora,1736,33186,1,23,F,"11750 SW 89th St, Miami, FL 33186, USA"
Flossie,1691,33135,1,25,F,"1223 SW 30th Ave, Miami, FL 33135, USA"
Sally,7671,33147,1,24,F,"3536 NW 101st St, Miami, FL 33147, USA"
Violet,11927,33157,1,22,F,"7973 SW 176th St, Palmetto Bay, FL 33157, USA"
Lelia,908,33014,2,23,F,"1701 W 80th St, Hialeah, FL 33014, USA"
Virgie,4103,33172,2,20,F,"1373 NW 97th Ave, Doral, FL 33172, USA"
Nelle,2846,33056,1,22,F,"2528 NW 170th Terrace, Miami Gardens, FL 33056, USA"
Cecelia,2040,33156,4,18,F,"491 Arvida Pkwy, Coral Gables, FL 33156, USA"
Lila,8596,33157,4,18,F,"10675 SW 190th St, Miami, FL 33157, USA"
Frieda,11790,33157,4,23,F,"7385 SW 166th St, Palmetto Bay, FL 33157, USA"
Katharine,10338,33154,3,18,F,"8810 Abbott Ave, Surfside, FL 33154, USA"
Lucinda,15865,33172,1,20,F,"11214 NW 5th Terrace, Miami, FL 33172, USA"
Adeline,6308,33187,1,22,F,"21500 SW 183rd Ave, Miami, FL 33187, USA"
Lilly,13948,33157,2,19,F,"7991 SW 185th St, Cutler Bay, FL 33157, USA"
Abbie,9241,33055,3,20,F,"4503 NW 45th Ave, Miami Gardens, FL 33055, USA"
Adelaide,1834,33176,2,20,F,"12641 SW 96th Ave, Miami, FL 33176, USA"
Ila,3481,33176,1,22,F,"10355 SW 135th St, Miami, FL 33176, USA"
Mandy,12968,33187,3,22,F,"15280 SW 153rd St, Miami, FL 33187, USA"
Cecilia,15581,33173,3,21,F,"11495 SW 57th St, Miami, FL 33173, USA"
Dessie,11010,33158,4,23,F,"14951 SW 69th Ct, Palmetto Bay, FL 33158, USA"
Juanita,6797,33187,2,18,F,"19782 SW 177th Ave, Miami, FL 33187, USA"
Nola,1420,33143,2,22,F,"5901 SW 79th Ct, Miami, FL 33143, USA"
Artie,7849,33331,4,21,F,"5011 SW 166th Ave, Southwest Ranches, FL 33331, USA"
Catharine,8214,33187,4,25,F,"17105 SW 170th Ave, Miami, FL 33187, USA"
Dovie,15603,33143,1,25,F,"6891 SW 72nd St, South Miami, FL 33143, USA"
Letha,14779,33166,6,22,F,"3020 NW 87th Ave, Medley, FL 33166, USA"
Neva,4975,33026,3,25,F,"11450 Pines Blvd, Pembroke Pines, FL 33026, USA"
Rosalie,5574,33169,4,24,F,"1605 NW 188th Terrace, Miami, FL 33169, USA"
John,5409,33147,4,22,F,"1200 NW 62nd Ln, Miami, FL 33147, USA"
Maudie,14120,33155,2,19,F,"6260 SW 27th St, Miami, FL 33155, USA"
Orpha,302,33029,4,25,F,"18061 SW 33rd St, Miramar, FL 33029, USA"
Vesta,15616,33178,4,18,F,"8113 NW 114th Pl, Medley, FL 33178, USA"
Alvina,12375,33142,1,18,F,"4331 NW 22nd St, Miami, FL 33142, USA"
Bell,3384,33126,3,24,F,"7400 NW 19th St, Miami, FL 33126, USA"
Lue,9803,33185,2,20,F,"16664 SW 50th Terrace, Miami, FL 33185, USA"
Elnora,10067,33165,1,24,F,"9800 SW 19th St, Miami, FL 33165, USA"
Pearle,1928,33324,2,19,F,"9451 Chelsea Dr S, Plantation, FL 33324, USA"
Lorena,13788,33032,2,20,F,"10720 SW 256th St, Homestead, FL 33032, USA"
Mittie,2956,33178,1,19,F,"5511 NW 112th Ave, Doral, FL 33178, USA"
Freda,13904,33179,4,21,F,"19000 NE 3rd Ct, North Miami Beach, FL 33179, USA"
Madge,7243,33170,3,18,F,"22190 SW 167th Ave, Miami, FL 33170, USA"
Minerva,7309,33186,2,23,F,"12905 SW 129th Ave, Miami, FL 33186, USA"
Cordelia,701,33186,3,18,F,"14616 SW 143rd Ct, Miami, FL 33186, USA"
Erma,13497,33173,2,24,F,"7200 SW 92nd Ave, Miami, FL 33173, USA"
Lida,11825,33174,4,22,F,"8986 W Flagler St APT 12, Miami, FL 33174, USA"
Blanch,15632,33142,3,23,F,"1257 NW 51st St, Miami, FL 33142, USA"
Regina,8267,33027,2,25,F,"3400 SW 128th Ave, Miramar, FL 33027, USA"
Rosetta,10009,33166,1,19,F,"7800 NW 71st St, Miami, FL 33166, USA"
Ophelia,10571,33166,1,21,F,"8105 NW 77th St, Medley, FL 33166, USA"
Claudia,5222,33168,3,24,F,"13801 NW 10th Ave, Miami, FL 33168, USA"
Elvira,3773,33326,3,23,F,"1496 Lantana Dr, Weston, FL 33326, USA"
Mabelle,14076,33194,4,20,F,"15258 SW 8th Way, Miami, FL 33194, USA"
Melissa,11515,33155,4,25,F,"8271 SW 34th Terrace, Miami, FL 33155, USA"
Polly,15296,33331,1,23,F,"18201 SW 52nd Ct, Southwest Ranches, FL 33331, USA"
Cynthia,11325,33166,1,21,F,"8395 NW 53rd St, Miami, FL 33166, USA"
Miriam,13863,33165,3,18,F,"9740 SW 36th St, Miami, FL 33165, USA"
Marian,14323,33166,2,20,F,"3549 NW LeJeune Rd, Miami Springs, FL 33166, USA"
Ivy,14362,33031,3,21,F,"16350 SW 264th St, Homestead, FL 33031, USA"
Angela,15106,33185,3,22,F,"14865 SW 30th St, Miami, FL 33185, USA"
Cordie,15335,33012,1,18,F,"3295 W 14th Ave, Hialeah, FL 33012, USA"
Rossie,12941,33155,2,23,F,"7445 SW 34th Terrace, Miami, FL 33155, USA"
Serena,11626,33010,3,20,F,"1021 E 9th Ct, Hialeah, FL 33010, USA"
Theo,9388,33178,3,18,F,"6821 NW 113th Ct, Doral, FL 33178, USA"
Therese,3981,33025,3,22,F,"350 S University Dr, Pembroke Pines, FL 33025, USA"
America,12639,33156,2,21,F,"8350 SW 89th St, Miami, FL 33156, USA"
Ammie,15710,33028,1,19,F,"16570 NW 22nd St, Pembroke Pines, FL 33028, USA"
Delphia,14773,33018,3,24,F,"8869 NW 116th Terrace, Hialeah Gardens, FL 33018, USA"
Donnie,9296,33127,1,19,F,"1051 NW 29th Terrace, Miami, FL 33127, USA"
Eulalia,7560,33030,1,22,F,"28345 SW 167th Pl, Homestead, FL 33030, USA"
Felicia,5884,33016,3,19,F,"2674 W 70th St, Hialeah, FL 33016, USA"
Fronia,6018,33187,2,19,F,"14940 SW 166th St, Miami, FL 33187, USA"
Helga,5316,33328,1,22,F,"4414 Parkside Rd, Davie, FL 33328, USA"
Leanna,7734,33142,3,23,F,"2565 NW 61st St, Miami, FL 33142, USA"
Leda,15844,33330,3,18,F,"4588 Hiatus Rd, Davie, FL 33330, USA"
Madie,10166,33166,4,21,F,"518 Payne Dr, Miami Springs, FL 33166, USA"
Manie,4044,33177,4,21,F,"17013 SW 142nd Pl, Miami, FL 33177, USA"
Peggy,5433,33165,3,21,F,"3340 SW 93rd Pl, Miami, FL 33165, USA"
Minta,10754,33126,2,21,F,"6746 NW 7th St, Miami, FL 33126, USA"
Vergie,4227,33178,1,20,F,"9998 NW 74th Terrace, Doral, FL 33178, USA"
Annabel,12407,33331,3,18,F,"5120 SW 167th Ave, Southwest Ranches, FL 33331, USA"
Clarissa,13779,33032,2,18,F,"27600 SW 135th Ave Rd, Homestead, FL 33032, USA"
Corrie,5650,33161,2,23,F,"13640 S Biscayne River Dr, Miami, FL 33161, USA"
Delilah,1680,33185,2,19,F,"5481 SW 162nd Ct, Miami, FL 33185, USA"
Docia,4134,33314,4,23,F,"4380 Oakes Rd, Davie, FL 33314, USA"
Eileen,4505,33179,4,24,F,"1190 NE 184th St, Miami, FL 33179, USA"
Emelie,6544,33173,2,19,F,"9830 SW 87th St, Miami, FL 33173, USA"
Emilia,13677,33165,1,25,F,"4921 SW 114th Ave, Miami, FL 33165, USA"
Etha,10559,33323,3,24,F,"11850 NW 18th Ct, Plantation, FL 33323, USA"
Hortense,438,33122,3,21,F,"1701 NW 66th Ave, Miami, FL 33122, USA"
India,430,33185,3,22,F,"5521 SW 147th Ct, Miami, FL 33185, USA"
Joe,4495,33126,4,25,F,"518 NW 60th Ct, Miami, FL 33126, USA"
Lelah,6515,33185,1,19,F,"16446 SW 42nd St, Miami, FL 33185, USA"
Lonnie,3134,33165,2,25,F,"10720 SW 51st Dr, Miami, FL 33165, USA"
Magnolia,12011,33176,2,24,F,"13120 SW 104th Ct, Miami, FL 33176, USA"
Mettie,1723,33162,3,20,F,"16101 NE 11th Ct, North Miami Beach, FL 33162, USA"
Etna,897,33028,4,24,F,"647 NW 129th Way, Pembroke Pines, FL 33028, USA"
Osie,15446,33186,4,24,F,"14408 SW 124th Ct, Miami, FL 33186, USA"
Calla,14838,33168,2,25,F,"540 NW 111th St, Miami, FL 33168, USA"
Celina,10522,33056,2,19,F,"19700 NW 27th Ave, Miami Gardens, FL 33056, USA"
Dottie,12457,33157,2,25,F,"8950 SW 192nd Dr, Cutler Bay, FL 33157, USA"
Electa,456,33157,2,23,F,"17820 SW 111th Ave, Miami, FL 33157, USA"
Elisa,8921,33165,4,23,F,"4500 SW 114th Ct, Miami, FL 33165, USA"
Gail,12646,33178,3,20,F,"10347 NW 112th Ave, Doral, FL 33178, USA"
Georgina,940,33155,4,24,F,"3918 SW 61st Ave, Miami, FL 33155, USA"
Hassie,1410,33173,1,25,F,"7531 SW 88th Pl, Miami, FL 33173, USA"
Hedwig,2442,33031,2,18,F,"17890 Epmore Dr, Homestead, FL 33031, USA"
Hellen,9976,33170,4,18,F,"10798 SW 220th St, Miami, FL 33170, USA"
Imogene,8088,33166,3,19,F,"8501 NW South River Dr, Medley, FL 33166, USA"
Juana,13373,33027,3,23,F,"49 Polk St, Miramar, FL 33027, USA"
Lennie,9615,33027,4,24,F,"15744 SW 21st St, Miramar, FL 33027, USA"
Louvenia,8237,33133,1,23,F,"3196 SW 26th St, Miami, FL 33133, USA"
Mame,10498,33331,1,19,F,"14861 Archerhall St, Davie, FL 33331, USA"
Norah,9113,33181,2,25,F,"13274 Biscayne Blvd, North Miami, FL 33181, USA"
Roma,13970,33170,3,20,F,"21900 SW 157th Ave, Miami, FL 33170, USA"
Sina,6147,33331,4,18,F,"15451 Sheridan St, Davie, FL 33331, USA"
Thelma,2916,33187,2,20,F,"16275 SW 208th Terrace, Miami, FL 33187, USA"
Vertie,3677,33178,2,21,F,"11001 SW 138th St, Medley, FL 33178, USA"
Birtie,16088,33032,3,25,F,"27219 SW 117th Pl, Homestead, FL 33032, USA"
Alverta,7225,33175,2,21,F,"4131 SW 117th Ave, Miami, FL 33175, USA"
Wilda,12173,33189,3,19,F,"8528 Cutler Ct, Cutler Bay, FL 33189, USA"
Annis,2416,33182,1,20,F,"9458 NW 13th St, Miami, FL 33182, USA"
Arminda,13170,33023,1,23,F,"3260 SW 66th Ave, Miramar, FL 33023, USA"
Coral,11017,33177,2,18,F,"12400 SW 152nd St, Miami, FL 33177, USA"
Golden,13951,33015,4,22,F,"7155 NW 179th St, Hialeah, FL 33015, USA"
Mallie,13834,33018,4,23,F,"9715 NW 138th St, Hialeah, FL 33018, USA"
Metta,9589,33157,2,18,F,"9220 SW 174th St, Palmetto Bay, FL 33157, USA"
Queenie,12863,33317,2,25,F,"2352 SW 70th Way, Davie, FL 33317, USA"
Samantha,15314,33014,4,23,F,"6911 Bamboo St, Miami Lakes, FL 33014, USA"
Adella,11219,33134,2,19,F,"618 Almeria Ave, Coral Gables, FL 33134, USA"
Almira,9732,33176,2,25,F,"11400 SW 87th Ave, Miami, FL 33176, USA"
Kizzie,1759,33187,3,22,F,"15251 SW 173rd Ln, Miami, FL 33187, USA"
Onie,749,33178,3,21,F,"4764 NW 111th Ct, Doral, FL 33178, USA"
Natalie,4874,33177,4,25,F,"19410 SW 147th Ave, Miami, FL 33177, USA"
Clemmie,11104,33137,2,24,F,"4460 Sabal Palm Rd, Miami, FL 33137, USA"
Jettie,11274,33178,1,22,F,"6446 NW 102nd Path, Doral, FL 33178, USA"
Lutie,7327,33165,3,19,F,"10771 SW 56th St, Miami, FL 33165, USA"
Mathilde,13340,33175,2,25,F,"2057 SW 136th Pl, Miami, FL 33175, USA"
Arrie,3843,33184,1,22,F,"13390 SW 2nd Terrace, Miami, FL 33184, USA"
Besse,5991,33144,3,20,F,"451 SW 79th Ave, Miami, FL 33144, USA"
Betsy,13126,33147,3,19,F,"3410 NW 100th St, Miami, FL 33147, USA"
Camille,14704,33165,3,19,F,"10300 SW 49th St, Miami, FL 33165, USA"
Jewel,11132,33137,2,23,F,"24 NE 24th St, Miami, FL 33137, USA"
Lenore,1198,33177,4,18,F,"19620 SW 117th Ave, Miami, FL 33177, USA"
Lucie,6318,33173,4,22,F,"10270 SW 58th St, Miami, FL 33173, USA"
Libbie,7677,33177,3,22,F,"15419 SW 137th Ave, Miami, FL 33177, USA"
Juliet,14136,33172,2,18,F,"760 NW 107th Ave, Miami, FL 33172, USA"
Kathrine,7416,33169,1,25,F,"15425 N Miami Ave, Miami, FL 33169, USA"
Leta,2378,33156,4,18,F,"8325 SW 131st St, Miami, FL 33156, USA"
Lilian,13102,33032,2,20,F,"25915 SW 122nd Ct, Homestead, FL 33032, USA"
Mariah,10934,33168,3,21,F,"14735 NW 10th Ave, Miami, FL 33168, USA"
Ocie,15741,33032,3,19,F,"27280 SW 143rd Ct, Homestead, FL 33032, USA"
Tessie,4678,33176,4,18,F,"9807 SW 106th Terrace, Miami, FL 33176, USA"
Tommie,2770,33170,2,23,F,"13600 SW 229th St, Miami, FL 33170, USA"
Altha,10116,33178,2,19,F,"9774 NW 74th Terrace, Doral, FL 33178, USA"
Belva,8046,33024,2,22,F,"9615 NW 1st Ct, Pembroke Pines, FL 33024, USA"
Melvina,13975,33186,3,20,F,"9300 E Calusa Club Dr, Miami, FL 33186, USA"
Alida,2032,33186,4,20,F,"11325 SW 143rd Ct, Miami, FL 33186, USA"
Claudie,13851,33175,4,23,F,"3511 SW 122nd Ct, Miami, FL 33175, USA"
Donie,2232,33167,2,18,F,"11015 NW 22nd Ct, Miami, FL 33167, USA"
Elizebeth,10588,33156,1,21,F,"11700 SW 81st Rd, Miami, FL 33156, USA"
Ira,8965,33122,2,22,F,"729 NW 67th Ave, Miami, FL 33122, USA"
Luna,2604,33157,1,23,F,"10697 SW 180th St, Miami, FL 33157, USA"
Meda,14815,33158,2,20,F,"14871 SW 75th Ct, Palmetto Bay, FL 33158, USA"
Patsy,13955,33157,4,20,F,"11122 SW 162nd Terrace, Miami, FL 33157, USA"
Verda,7950,33150,4,18,F,"1030 NW 101st St, Miami, FL 33150, USA"
Ara,11974,33176,3,24,F,"11620 SW 99th Ct, Miami, FL 33176, USA"
Cathrine,5975,33055,3,18,F,"5218 NW 185th Terrace, Miami Gardens, FL 33055, USA"
Idella,4937,33157,3,23,F,"19730 Whispering Pines Rd, Cutler Bay, FL 33157, USA"
Rowena,14472,33024,4,21,F,"1016 Northwest 75th Avenue, Hollywood, FL 33024, USA"
Magdalene,13260,33326,2,20,F,"15791 N Wind Cir, Sunrise, FL 33326, USA"
Myrta,3145,33196,4,19,F,"15801 SW 148th Terrace, Miami, FL 33196, USA"
Carmen,10600,33177,1,25,F,"16850 SW 141st Ct, Miami, FL 33177, USA"
Clora,7136,33189,2,23,F,"10210 SW 215th St, Cutler Bay, FL 33189, USA"
Ester,279,33004,1,21,F,"1568 NE 7th Ave, Dania Beach, FL 33004, USA"
Faith,10605,33032,4,22,F,"11623 SW 276th St, Homestead, FL 33032, USA"
Kathryne,1648,33027,1,25,F,"16795 SW 10th St, Pembroke Pines, FL 33027, USA"
Margery,1670,33330,2,22,F,"13076 Majestic Way, Cooper City, FL 33330, USA"
Allie,4808,33169,1,25,F,"128 NW 202nd Terrace, Miami Gardens, FL 33169, USA"
Pattie,4260,33140,1,22,F,"4333 Pine Tree Dr, Miami Beach, FL 33140, USA"
Zona,9071,33018,1,21,F,"7360 W 30th Ct, Hialeah, FL 33018, USA"
Adaline,6585,33170,2,21,F,"10730 SW 219th St, Miami, FL 33170, USA"
Althea,14391,33172,2,22,F,"2108 NW 107th Ave, Miami, FL 33172, USA"
Elenora,2771,33032,1,19,F,"10450 SW 240th St, Homestead, FL 33032, USA"
Emelia,13175,33332,2,20,F,"19143 SW 60th Ct, Southwest Ranches, FL 33332, USA"
Era,15040,33184,4,22,F,"135 SW 125th Ave, Miami, FL 33184, USA"
Ethelyn,8471,33176,2,18,F,"14420 SW 94th Ave, Miami, FL 33176, USA"
Eugenie,12482,33186,3,21,F,"13352 SW 108th St, Miami, FL 33186, USA"
Malvina,5642,33165,4,25,F,"9935 Miller Dr, Miami, FL 33165, USA"
Manda,15227,33018,4,25,F,"7600 W 34th Ct, Hialeah, FL 33018, USA"
Maye,11999,33012,2,21,F,"5400 W 13th Ct, Hialeah, FL 33012, USA"
Melinda,6621,33126,2,23,F,"510 NW 72nd Ave, Miami, FL 33126, USA"
Petra,8167,33015,3,23,F,"19600 E Oakmont Dr, Hialeah, FL 33015, USA"
Phebe,6618,33014,1,22,F,"14500 NW 60th Ave, Hialeah, FL 33014, USA"
Prudence,10091,33186,2,21,F,"13424 SW 144th Terrace, Miami, FL 33186, USA"
Tressie,8530,33176,3,23,F,"9355 SW 98th St, Miami, FL 33176, USA"
Ursula,9517,33177,3,20,F,"11870 SW 181st St, Miami, FL 33177, USA"
Aline,15461,33154,4,24,F,"9698 Harding Ave, Bal Harbour, FL 33154, USA"
Celeste,11136,33158,1,21,F,"7848 SW 139th Terrace, Palmetto Bay, FL 33158, USA"
Elmira,5159,33021,1,24,F,"4308 Jefferson St, Hollywood, FL 33021, USA"
Erna,1704,33027,2,20,F,"12710 SW 53rd St, Miramar, FL 33027, USA"
Iona,11560,33032,3,23,F,"26925 S Dixie Hwy, Naranja, FL 33032, USA"
Nelle,8185,33156,2,24,F,"10061 E Suburban Dr, Pinecrest, FL 33156, USA"
Antonia,10007,33138,1,19,F,"782 NE 76th St, Miami, FL 33138, USA"
Annetta,3810,33034,2,25,F,"1429 NW 1st Ave, Florida City, FL 33034, USA"
Zelma,12885,33029,2,20,F,"318 SW 188th Terrace, Pembroke Pines, FL 33029, USA"
Tena,13974,33035,4,21,F,"1501 SE 17th Ave, Homestead, FL 33035, USA"
Rita,13304,33176,3,25,F,"9414 SW 142nd St, Miami, FL 33176, USA"
Magdalena,4137,33023,1,21,F,"5618 SW 26th St, West Park, FL 33023, USA"
Lue,12189,33174,1,25,F,"10841 SW 7th St, Miami, FL 33174, USA"
Lilian,3453,33155,1,21,F,"8330 SW 25th St, Miami, FL 33155, USA"
Edythe,6750,33150,2,22,F,"531 NW 105th St, Miami, FL 33150, USA"
Clementine,12948,33186,3,18,F,"11945 SW 98th Ln, Miami, FL 33186, USA"
Marietta,7669,33155,2,21,F,"6755 SW 51st St, Miami, FL 33155, USA"
Melvina,720,33056,4,20,F,"20421 NW 23rd Ct, Miami Gardens, FL 33056, USA"
Ona,783,33167,2,22,F,"11050 NW 36th Ave, Miami, FL 33167, USA"
Gladys,13454,33156,4,24,F,"6235 SW 113th St, Pinecrest, FL 33156, USA"
Pearle,11519,33187,5,22,F,"17425 SW 169th Ave, Miami, FL 33187, USA"
Gracie,395,33187,4,22,F,"15688 SW 160th St, Miami, FL 33187, USA"
Minna,9725,33155,1,19,F,"6528 SW 28th St, Miami, FL 33155, USA"
Myrta,2984,33166,2,18,F,"1500 Hammond Dr, Miami Springs, FL 33166, USA"
Queen,2531,33021,2,22,F,"3395 Liberty St, Hollywood, FL 33021, USA"
Rilla,1477,33147,4,19,F,"1855 NW 71st St, Miami, FL 33147, USA"
Tessie,2929,33176,2,18,F,"10000 SW 112th Ave, Miami, FL 33176, USA"
Arminta,13795,33025,4,18,F,"2525 SW 110th Ave, Miramar, FL 33025, USA"
Ira,2164,33146,4,23,F,"2354 S Dixie Hwy, Coral Gables, FL 33146, USA"
Tina,12141,33165,3,22,F,"10403 SW 20th St, Miami, FL 33165, USA"
Kathrine,4726,33183,1,23,F,"6860 SW 132nd Pl, Miami, FL 33183, USA"
Frankie,7980,33014,2,25,F,"15406 NW 59th Ave, Miami Lakes, FL 33014, USA"
Ernestine,1225,33190,2,19,F,"22738 SW 92nd Pl, Cutler Bay, FL 33190, USA"
Liza,8064,33162,1,23,F,"1482 NE 182nd St, North Miami Beach, FL 33162, USA"
Molly,8700,33190,2,21,F,"21904 SW 93rd Pl, Cutler Bay, FL 33190, USA"
Evie,5536,33187,3,18,F,"18501 SW 208th St, Miami, FL 33187, USA"
Cecile,6321,33176,2,22,F,"10420 SW 140th Rd, Miami, FL 33176, USA"
Cleo,11568,33304,2,20,F,"3027 Riomar St, Fort Lauderdale, FL 33304, USA"
Donna,14363,33172,3,25,F,"10405 NW 19th St, Doral, FL 33172, USA"
Ellie,11419,33331,1,19,F,"7124 Mariposa Cir Ct, Fort Lauderdale, FL 33331, USA"
Oma,2373,33179,2,25,F,"114 NE 205th Terrace, Miami, FL 33179, USA"
Jannie,14586,33193,1,24,F,"6741 SW 159th Pl, Miami, FL 33193, USA"
Hazel,7369,33024,4,23,F,"720 N 72nd Terrace, Hollywood, FL 33024, USA"
Octavia,8211,33145,2,25,F,"2120 SW 19th St, Miami, FL 33145, USA"
Sudie,5753,33169,3,20,F,"651 NW 190th St, Miami, FL 33169, USA"
Zula,11457,33184,2,22,F,"1126 SW 146th Ct, Miami, FL 33184, USA"
Adella,6823,33034,4,22,F,"815 W Lucy St, Homestead, FL 33034, USA"
Linda,9671,33176,1,21,F,"12000 SW 144th St, Miami, FL 33176, USA"
Priscilla,13881,33185,3,24,F,"14708 SW 23rd St, Miami, FL 33185, USA"
Angeline,7729,33165,2,18,F,"9201 SW 20th St, Miami, FL 33165, USA"
Docia,15403,33142,4,18,F,"1425 NW 52nd St, Miami, FL 33142, USA"
Ettie,14452,33183,1,21,F,"625 SW 135th Ave, Miami, FL 33183, USA"
Joanna,8701,33177,1,22,F,"20351 SW 140th Ave, Miami, FL 33177, USA"
Flossie,6450,33018,3,25,F,"17646 NW 91st Ct, Hialeah, FL 33018, USA"
Lona,2948,33166,4,20,F,"3020 NW 87th Ave, Miami, FL 33166, USA"
Artie,7151,33126,2,24,F,"8594 NW 2nd Ln, Miami, FL 33126, USA"
Charity,533,33177,2,24,F,"15532 SW 127th Ave Apt 208, Miami, FL 33177, USA"
Annette,11536,33313,1,23,F,"1748 NW 55th Ave APT 101, Lauderhill, FL 33313, USA"
Elma,15377,33027,2,23,F,"13356 SW 52nd St, Miramar, FL 33027, USA"
Alvina,2034,33155,1,18,F,"7911 SW 16th St, Miami, FL 33155, USA"
Luvenia,4767,33031,4,25,F,"18345 SW 264th St, Homestead, FL 33031, USA"
James,14163,33138,1,24,F,"516 Grand Concourse, Miami Shores, FL 33138, USA"
Letitia,7466,33331,1,25,F,"2901 Bonaventure Blvd, Weston, FL 33331, USA"
Madeline,10240,33147,1,22,F,"8050 NW 36th Ave, Miami, FL 33147, USA"
Zoe,6068,33325,2,24,F,"680 Willow Grove Terrace, Davie, FL 33325, USA"
Letha,5445,33165,4,20,F,"10880 SW 52nd Dr, Miami, FL 33165, USA"
Nola,3649,33126,1,25,F,"1350 NW 45th Ave, Miami, FL 33126, USA"
Lucie,8616,33330,1,23,F,"3750 S Flamingo Rd, Davie, FL 33330, USA"
Retta,2623,33147,1,23,F,"2531 NW 79th St, Miami, FL 33147, USA"
Rosella,9143,33330,4,24,F,"5200 SW 145th Ave, Southwest Ranches, FL 33330, USA"
Adah,9209,33155,4,22,F,"2240 SW 61st Ave, Miami, FL 33155, USA"
Elisabeth,188,33325,3,21,F,"14180 SW 15th Ct, Davie, FL 33325, USA"
Goldie,5877,33175,2,19,F,"2014 SW 142nd Ave, Miami, FL 33175, USA"
Margret,12134,33012,2,18,F,"5430 W 14th Ave, Hialeah, FL 33012, USA"
Juanita,14800,33032,4,22,F,"14390 SW 248th St, Homestead, FL 33032, USA"
Lenna,8421,33156,4,21,F,"9901 SW 73rd Ct, Miami, FL 33156, USA"
Leola,13024,33014,2,23,F,"1688 W 72nd St, Hialeah, FL 33014, USA"
Marjorie,14406,33010,1,21,F,"951 E 9th St, Hialeah, FL 33010, USA"
Mellie,5692,33125,4,18,F,"501 NW 28th Ave, Miami, FL 33125, USA"
Effa,16081,33157,2,19,F,"8400 SW 182nd Terrace, Palmetto Bay, FL 33157, USA"
Eldora,9858,33142,4,23,F,"3022 NW 35th Ave, Miami, FL 33142, USA"
Eloise,9978,33143,3,20,F,"6800 SW 73rd Ct, Miami, FL 33143, USA"
Emmer,14458,33018,3,23,F,"11811 NW 92nd Ave, Hialeah Gardens, FL 33018, USA"
Daisey,12332,33178,1,23,F,"11200 NW 106th St, Miami, FL 33178, USA"
Era,7834,33170,4,19,F,"21901 SW 192nd Ave, Miami, FL 33170, USA"
Izora,539,33144,2,18,F,"1000 SW 74th Ave, Miami, FL 33144, USA"
Mallie,13875,33193,2,24,F,"15430 SW 57th Terrace, Miami, FL 33193, USA"
Gena,12063,33014,2,18,F,"15800 W Prestwick Pl, Miami Lakes, FL 33014, USA"
Malvina,3537,33161,4,23,F,"1250 NE 113th Terrace, Miami, FL 33161, USA"
Charles,4509,33126,2,25,F,"8011 NW 14th St, Doral, FL 33126, USA"
Imogene,7337,33186,2,19,F,"11980 SW 144 Ct, Miami, FL 33186, USA"
India,1116,33027,1,25,F,"1626 SW 149th Ave, Pembroke Pines, FL 33027, USA"
Jeanne,15134,33193,1,21,F,"15044 SW 67th Ln, Miami, FL 33193, USA"
Beryl,15460,33182,3,25,F,"12400 NW 22ND St, Miami, FL 33182, USA"
Lenore,8113,33157,2,23,F,"9427 SW 183rd Terrace, Palmetto Bay, FL 33157, USA"
Mame,9889,33169,2,22,F,"721 NW 171st St, Miami, FL 33169, USA"
Sina,15527,33193,1,19,F,"15950 SW 66th Terrace, Miami, FL 33193, USA"
Eddie,8464,33309,4,18,F,"2752 Oak Tree Ln, Oakland Park, FL 33309, USA"
Mathilde,12209,33169,3,20,F,"15750 NW 7th Ave, Miami, FL 33169, USA"
Florida,15696,33032,4,19,F,"13215 SW 256th St, Homestead, FL 33032, USA"
Hilma,3076,33156,2,19,F,"9065 SW 73rd Pl, Kendall, FL 33156, USA"
Joseph,4156,33179,1,22,F,"20931 San Simeon Way, Miami, FL 33179, USA"
Emelie,8615,33014,3,21,F,"7101 E Troon Cir, Miami Lakes, FL 33014, USA"
Lugenia,5000,33055,2,20,F,"19210 NW 48th Ct, Miami Gardens, FL 33055, USA"
Mammie,8578,33029,2,23,F,"318 SW 188th Terrace, Pembroke Pines, FL 33029, USA"
Manda,2628,33162,2,23,F,"320 NE 173rd St, North Miami Beach, FL 33162, USA"
Manerva,5803,33035,4,23,F,"2240 SE 19th Ave, Homestead, FL 33035, USA"
Manie,4910,33193,4,24,F,"16331 SW 66th St, Miami, FL 33193, USA"
Leonie,5686,33186,1,21,F,"13300 SW 120th St, Miami, FL 33186, USA"
Diana,1982,33015,2,18,F,"6500 NW 199th Terrace, Hialeah, FL 33015, USA"
